Scheme_Code,Scheme_Name,Fund_House,Scheme_Type,Scheme_Category,Expense,AUM,MoneyControl_Link,CrisilRank,FundManagers,Age,3M Ret,1Y Ret,3Y Ret,5Y Ret,Ret Inception,Sharpe Ratio,Sortino Ratio,Info Ratio,Beta,Alpha,R-Squared,Pos_Year%,Year,Inception_Date,Volatility,Rel_MaxDD,Roll_Ret_1Y,Roll_Ret_3Y,Roll_Ret_Inception,Prob_10Pct,NumStocks,Top5_Pct,Top10_Pct,Top3_Sector,Equity_Holding,F&O_Holding,Foreign_Holding,NumDebts,Modified_Duration,YTM,GT_1PCT,GT_3PCT,GT_5PCT,LT_NEG_1PCT,LT_NEG_3PCT,LT_NEG_5PCT,POS_PCT,GT_NIFTY_UP,GT_NIFTY_DOWN,NIFTY_CORR,PCT_GT_NIFTY
148918,Aditya Birla Sun Life Multi-Cap Fund,Aditya Birla,Equity,Multi Cap,1.89%,3893.12,https://www.moneycontrol.com/mutual-funds/aditya-birla-sun-life-multi-cap-fund-regular-plan-/portfolio-overview/MBS3132,Not Rated,Dhaval Joshi|Harshil Survankar|Dhaval Shah,2.09,10.4,17.43,,,,,,0.03,0.76,0.07,0.64,66.67,2021,2021-05-10,,1.064757593725697,2.94,,,,74,18.29%,28.94%,27.31%,98.62,0.00,0.00,0,0.0,0.0,10.06,0.19,0.0,9.28,0.58,0.0,56.09,33.33,72.06,0.7974421207508751,51.84
149382,Axis Multicap Fund,Axis,Equity,Multi Cap,1.85%,4335.12,https://www.moneycontrol.com/mutual-funds/axis-multicap-fund-regular-plan-/portfolio-overview/MAA959,Not Rated,Hitesh Das|Sachin Jain|Nitin Arora|Shreyash Devalkar,1.47,11.17,20.61,,,,,,-0.02,0.63,0.0,0.57,50.00,2021,2021-12-23,,1.10353248876958,,,,,60,23.98%,41.98%,37.64%,99.83,0.00,0.00,0,0.0,0.0,8.29,0.0,0.0,9.94,0.0,0.0,53.59,29.35,73.03,0.7485565607170649,50.83
149366,HDFC Multi Cap Fund,HDFC,Equity,Multi Cap,1.78%,6626.76,https://www.moneycontrol.com/mutual-funds/hdfc-multi-cap-fund-regular-plan/portfolio-overview/MHD3485,Not Rated,Priya Ranjan|Gopal Agrawal,1.51,11.59,29.14,,,,,,0.05,0.76,0.09,0.62,100.00,2021,2021-12-10,,1.0788912970976827,,,,,144,14.61%,23.11%,24.99%,99.15,0.00,0.00,0,0.0,0.0,11.59,0.27,0.0,10.78,0.54,0.0,56.87,37.23,71.58,0.7875763938636633,54.18
101228,ICICI Prudential Multi Cap Fund,ICICI Prudential,Equity,Multi Cap,1.85%,7555.17,https://www.moneycontrol.com/mutual-funds/icici-prudential-multicap-fund/portfolio-overview/MPI028,4 Stars,Anand Sharma|Sharmila D’mello|Sankaran Naren,17.21,9.44,22.41,27.74,12.53,12.45,1.35,1.86,0.03,0.81,0.08,0.72,88.89,2006,2006-04-02,15.04,1.0078734097734243,6.74,21.25,14.68,0.5915189433612495,99,17.92%,27.75%,22.9%,94.98,0.00,0.00,2,0.01,6.27,12.86,1.05,0.07,11.22,1.2,0.22,56.32,40.75,63.95,0.9107798581629286,51.38
149182,Kotak Multicap Fund,Kotak,Equity,Multi Cap,1.82%,4455.57,https://www.moneycontrol.com/mutual-funds/kotak-multicap-fund-regular-plan/portfolio-overview/MKM1397,Not Rated,Harsha Upadhyaya,1.68,8.42,25.24,,,,,,0.03,0.77,0.05,0.6,66.67,2021,2021-10-06,,1.0344989873520376,,,,,64,22.05%,35.46%,23.7%,97.96,0.00,0.00,0,0.0,0.0,12.8,0.0,0.0,12.08,0.97,0.24,55.07,33.49,66.83,0.7729939660252603,50.0
101161,Nippon India Multi Cap Fund,Nippon India,Equity,Multi Cap,1.75%,16189.62,https://www.moneycontrol.com/mutual-funds/nippon-india-multi-cap-fund-retail-plan/portfolio-overview/MRC089,5 Stars,Kinjal Desai|Ashutosh Bhargava|Sailesh Raj Bhan|Akshay Sharma,17.21,11.1,30.09,37.11,14.9,14.47,1.66,2.32,0.07,0.87,0.14,0.67,77.78,2006,2006-04-03,16.68,0.9003854167986216,16.1,25.89,16.92,0.6325887491538513,96,18.46%,33.18%,25.18%,98.55,0.00,0.00,0,0.0,0.0,16.38,1.2,0.22,14.14,1.72,0.37,55.87,45.72,54.65,0.8858704867690572,49.81
100631,Quant Active,Quant,Equity,Multi Cap,2.33%,4061.77,https://www.moneycontrol.com/mutual-funds/quant-active-fund/portfolio-overview/MES005,4 Stars,Anikt Pande|Vasav Sahgal|Sanjeev Sharma,17.21,7.21,15.66,38.02,20.53,13.59,1.55,2.12,0.05,0.81,0.16,0.46,66.67,2006,2006-04-03,18.49,1.1867436597221328,9.13,38.12,16.76,0.6308072380588005,49,31.1%,46.43%,28.86%,94.15,0.21,0.00,1,0.00,-,16.01,0.97,0.22,13.69,1.72,0.45,57.74,42.54,60.36,0.7823975468288958,50.71
149886,SBI Multicap Fund,SBI,Equity,Multi Cap,1.85%,12212.99,https://www.moneycontrol.com/mutual-funds/sbi-multicap-fund-regular-plan/portfolio-overview/MSB1829,Not Rated,Rama Iyer Srinivisan|Mohit Jain,1.25,9.22,14.6,,,,,,-0.0,0.5,0.04,0.4,100.00,2022,2022-03-15,,0.8418750158248415,,,,,36,26.55%,43.42%,20.57%,91.72,0.00,0.00,2,0.00,-,7.84,0.0,0.0,7.52,0.0,0.0,55.23,29.94,78.52,0.6277746062817045,53.59
149371,Axis Nifty 50 Index Fund,Axis,Index,Nifty 50,0.42%,275.5,https://www.moneycontrol.com/mutual-funds/axis-nifty-50-index-fund-regular-plan/portfolio-overview/MAA947,Not Rated,Jinesh Gopani,1.51,7.09,15.46,,,,,,0.0,0.81,0.02,0.67,66.67,2021,2021-12-08,,0.9668776284551714,,,,,50,38.65%,57.55%,48.08%,99.24,0.00,0.00,0,0.0,0.0,12.87,0.0,0.0,11.8,0.27,0.0,50.94,20.63,78.8,0.8192022332799331,49.33
146379,DSP Nifty 50 Index Fund,DSP,Index,Nifty 50,0.42%,351.85,https://www.moneycontrol.com/mutual-funds/dsp-nifty-50-index-fund-regular-plan/portfolio-overview/MDS1528,2 Stars,Diipesh Shah|Anil Ghelani,4.31,7.11,15.59,23.89,,,1.1,1.56,0.01,0.91,0.03,0.83,100.00,2019,2019-02-22,15.62,0.9459495365938979,5.73,20.09,17.11,,50,38.88%,57.89%,48.43%,100.12,0.00,0.00,0,0.0,0.0,14.95,1.23,0.38,12.39,1.42,0.47,54.3,23.04,60.54,0.9625377484514712,40.21
101525,HDFC Index Fund-NIFTY 50 Plan,HDFC,Index,Nifty 50,0.4%,8650.24,https://www.moneycontrol.com/mutual-funds/hdfc-index-fund-nifty-50-plan/portfolio-overview/MHD019,3 Stars,Nirman Morakhia|Arun Agarwal,17.21,7.13,15.59,23.98,12.17,10.14,1.1,1.57,0.01,0.91,0.03,0.83,83.33,2006,2006-04-03,15.64,0.946253910323402,5.74,20.28,12.84,0.5522546765643881,50,38.73%,57.66%,48.23%,99.77,0.00,0.00,0,0.0,0.0,13.69,1.05,0.3,11.59,1.12,0.37,54.15,22.51,49.59,0.9667109690976103,34.93
101349,ICICI Prudential Nifty 50 Index Fund,ICICI Prudential,Index,Nifty 50,0.34%,4638.73,https://www.moneycontrol.com/mutual-funds/icici-prudential-nifty-index-fund/portfolio-overview/MPI031,Not Rated,Nishit Patel|Kayzad Eghlim,17.21,7.13,15.58,23.88,12.03,11.29,1.1,1.56,0.01,0.91,0.03,0.83,83.33,2006,2006-04-02,15.61,0.9462122613276526,5.73,20.21,14.12,0.5735823543817686,50,38.78%,57.75%,48.29%,99.88,0.00,0.00,0,0.0,0.0,13.61,0.97,0.3,11.67,1.12,0.37,54.23,22.79,56.77,0.9664461090046843,38.37
148974,Kotak Nifty 50 Index Fund,Kotak,Index,Nifty 50,0.51%,293.48,https://www.moneycontrol.com/mutual-funds/kotak-nifty-50-index-fund-regular-plan/portfolio-overview/MKM1380,Not Rated,Abhishek Bisen|Satish Dondapati|Devender Singhal,1.97,7.09,15.42,,,,,,0.01,0.84,0.02,0.72,100.00,2021,2021-06-24,,0.9431046042513386,,,,,50,38.72%,57.64%,48.21%,99.70,0.00,0.00,0,0.0,0.0,12.58,0.21,0.0,10.93,0.21,0.0,51.75,21.51,72.22,0.8500711785890533,45.98
147795,Motilal Oswal Nifty 50 Index Fund,Motilal Oswal,Index,Nifty 50,0.6%,279.06,https://www.moneycontrol.com/mutual-funds/motilal-oswal-nifty-50-index-fund-regular-plan/portfolio-overview/MMO073,2 Stars,Swapnil Mayekar,3.47,7.09,15.42,23.64,,,1.09,1.54,0.01,0.91,0.03,0.83,100.00,2019,2019-12-26,15.59,0.9521127667567563,5.59,,,,50,38.81%,57.76%,48.33%,99.91,0.00,0.00,0,0.0,0.0,16.59,1.4,0.35,13.2,1.75,0.58,54.67,22.06,61.7,0.9582163712953494,40.07
102272,SBI NIFTY INDEX FUND,SBI,Index,Nifty 50,0.5%,4427.65,https://www.moneycontrol.com/mutual-funds/sbi-nifty-index-fund/portfolio-overview/MSB025,3 Stars,Raviprakash Sharma|Mohit Jain,17.21,7.1,15.46,23.79,11.84,10.35,1.09,1.55,0.01,0.91,0.03,0.83,83.33,2006,2006-04-03,15.65,0.950328272598381,5.65,19.97,12.91,0.5532412425781823,50,38.68%,57.6%,48.18%,99.64,0.00,0.00,1,1.18,-,13.61,1.05,0.3,11.67,1.2,0.37,54.15,27.21,38.99,0.9666718254470534,32.61
149467,Axis Nifty Next 50 Index Fund,Axis,Index,Nifty Next 50,0.83%,86.23,https://www.moneycontrol.com/mutual-funds/axis-nifty-next-50-index-fund-regular-plan-/portfolio-overview/MAA960,Not Rated,Jinesh Gopani,1.36,12.36,13.89,,,,,,-0.01,0.81,-0.01,0.51,100.00,2022,2022-02-02,,1.2465439320823373,,,,,50,17.66%,32.23%,24.51%,99.83,0.00,0.00,0,0.0,0.0,14.37,0.3,0.0,13.47,1.2,0.3,55.69,37.5,63.25,0.7122875497978239,50.3
146380,DSP Nifty Next 50 Index Fund,DSP,Index,Nifty Next 50,0.59%,272.83,https://www.moneycontrol.com/mutual-funds/dsp-nifty-next-50-index-fund-regular-plan/portfolio-overview/MDS1529,Not Rated,Diipesh Shah|Anil Ghelani,4.31,12.62,14.09,19.8,,,0.83,1.1,-0.01,0.82,0.02,0.57,80.00,2019,2019-02-22,16.84,1.1511108293404595,1.37,18.15,15.52,,50,17.72%,32.29%,24.49%,99.76,0.00,0.00,0,0.0,0.0,15.99,0.85,0.28,13.43,1.8,0.38,57.43,40.66,61.78,0.8398871113540528,50.33
149287,HDFC Nifty Next 50 Index Fund,HDFC,Index,Nifty Next 50,0.8%,392.65,https://www.moneycontrol.com/mutual-funds/hdfc-nifty-next-50-index-fund-regular-plan/portfolio-overview/MHD3483,Not Rated,Nirman Morakhia|Arun Agarwal,1.61,12.48,13.53,,,,,,-0.01,0.85,-0.02,0.55,33.33,2021,2021-11-03,,1.2225218590154632,,,,,50,17.71%,32.27%,24.47%,99.68,0.00,0.00,0,0.0,0.0,15.7,0.25,0.0,14.43,1.52,0.25,55.7,38.69,61.22,0.7462554487940993,49.87
112957,ICICI Prudential Nifty Next 50 Index Fund,ICICI Prudential,Index,Nifty Next 50,0.65%,2794.23,https://www.moneycontrol.com/mutual-funds/icici-prudential-nifty-next-50-index-fund/portfolio-overview/MPI751,Not Rated,Nishit Patel|Kayzad Eghlim,12.96,12.51,13.79,19.51,7.66,11.06,0.82,1.08,-0.02,0.82,0.01,0.57,78.57,2010,2010-06-29,16.84,1.1626860805103783,1.07,17.96,13.03,0.5679614155546052,50,17.76%,32.36%,24.55%,99.94,0.00,0.00,0,0.0,0.0,15.71,0.75,0.22,14.66,1.5,0.3,55.42,42.54,58.56,0.831502016645597,49.89
148743,Kotak Nifty Next 50 Index Fund,Kotak,Index,Nifty Next 50,0.83%,105.56,https://www.moneycontrol.com/mutual-funds/kotak-nifty-next-50-index-fund-regular-plan/portfolio-overview/MKM1364,Not Rated,Satish Dondapati|Devender Singhal,2.24,12.42,14.15,,,,,,0.0,0.84,0.02,0.55,66.67,2021,2021-03-17,,1.1514743891736738,1.49,,,,50,17.76%,32.36%,24.55%,99.95,0.00,0.00,0,0.0,0.0,15.25,0.18,0.0,12.52,1.27,0.18,58.44,40.55,62.31,0.7431739528442421,50.82
147797,Motilal Oswal Nifty Next 50 Index Fund,Motilal Oswal,Index,Nifty Next 50,0.97%,131.2,https://www.moneycontrol.com/mutual-funds/motilal-oswal-nifty-next-50-index-fund-regular-plan/portfolio-overview/MMO075,Not Rated,Swapnil Mayekar,3.47,12.52,13.69,18.92,,,0.79,1.04,-0.02,0.81,0.01,0.57,75.00,2019,2019-12-26,16.79,1.1701151293920873,0.87,,,,50,17.74%,32.33%,24.51%,99.82,0.00,0.00,0,0.0,0.0,16.82,0.82,0.23,13.32,2.22,0.47,58.64,39.19,64.78,0.8317233984574526,50.82
148943,SBI Nifty Next 50 Index Fund,SBI,Index,Nifty Next 50,0.84%,478.65,https://www.moneycontrol.com/mutual-funds/sbi-nifty-next-50-index-fund-rp-/portfolio-overview/MSB1740,Not Rated,Raviprakash Sharma,2.05,12.47,13.68,,,,,,-0.01,0.85,-0.0,0.55,66.67,2021,2021-05-26,,1.1628415021135683,1.05,,,,50,17.74%,32.32%,24.5%,99.84,0.00,0.00,0,0.0,0.0,14.82,0.2,0.0,12.45,1.19,0.2,57.11,40.15,60.74,0.739894157933069,50.0
121366,ICICI Pru Nifty 50,ICICI Prudential,Index,Other  ETFs,0.03%,5315.87,https://www.moneycontrol.com/mutual-funds/icici-prudential-nifty-etf/portfolio-overview/MPI1312,3 Stars,Nishit Patel|Kayzad Eghlim,9.01,7.24,16.06,24.48,,,1.13,1.61,0.01,0.91,0.03,0.83,100.00,2014,2014-06-12,15.64,0.9318081715208251,6.21,20.84,16.41,,50,38.73%,57.65%,48.22%,99.74,0.00,0.00,0,0.0,0.0,14.51,1.15,0.33,12.2,1.32,0.41,54.49,31.91,76.94,0.9655431208777008,52.51
148987,HDFC Banking and Financial Services Fund,HDFC,Equity,Sectorial-Banking,1.91%,2690.71,https://www.moneycontrol.com/mutual-funds/hdfc-banking-financial-services-fund-regular-plan/portfolio-overview/MHD3473,Not Rated,Priya Ranjan|Anand Laddha,1.95,10.12,29.63,,,,,,0.01,0.88,0.03,0.58,100.00,2021,2021-07-01,,1.2785650546474077,,,,,24,63.34%,76.89%,74.85%,97.30,0.00,0.00,0,0.0,0.0,15.83,0.42,0.0,12.5,1.04,0.21,54.17,41.6,53.91,0.7594729831010366,47.5
109445,ICICI Prudential Banking and Financial Services Fund,ICICI Prudential,Equity,Sectorial-Banking,1.87%,6653.07,https://www.moneycontrol.com/mutual-funds/icici-prudential-banking-financial-services-fund-retail-plan/portfolio-overview/MPI447,Not Rated,Sharmila D’mello|Roshan Chutkey,14.81,10.4,23.16,28.34,9.47,15.63,1.12,1.61,0.03,1.0,0.06,0.66,68.75,2008,2008-08-25,19.28,1.1410993012427832,6.41,17.29,20.39,0.6727977704050698,27,55.34%,74.78%,64.84%,89.85,0.00,0.00,3,0.01,6.77,18.92,1.27,0.37,16.38,2.39,0.6,52.43,51.93,47.31,0.8775882868007459,49.81
148621,Mirae Asset Banking and Financial Services Fund,Mirae Asset,Equity,Sectorial-Banking,2.11%,1320.41,https://www.moneycontrol.com/mutual-funds/mirae-asset-banking-and-financial-services-fund-regular-plan/portfolio-overview/MMA209,Not Rated,Gaurav Kochar,2.5,10.41,27.29,,,,,,0.01,0.98,0.03,0.66,100.00,2020,2020-12-14,,1.2339836281697887,8.15,,,,27,58.1%,73.9%,75.07%,98.48,0.00,0.00,0,0.0,0.0,17.24,0.98,0.16,13.33,1.46,0.16,53.5,42.99,51.57,0.8138812313763477,46.99
101862,Nippon India Banking and Financial Services Fund,Nippon India,Equity,Sectorial-Banking,1.97%,4200.05,https://www.moneycontrol.com/mutual-funds/nippon-india-banking-financial-services-fund-rp-/portfolio-overview/MRC026,Not Rated,Kinjal Desai|Bhavik Dave|Vinay Sharma|Akshay Sharma,17.21,11.3,29.79,34.24,9.81,15.31,1.28,1.84,0.05,1.05,0.09,0.65,66.67,2006,2006-04-03,20.45,1.085700809167978,12.15,20.39,18.99,0.6402656660125988,26,44.52%,64.44%,64.2%,95.56,0.00,0.00,0,0.0,0.0,20.64,2.02,0.52,17.35,2.39,0.75,53.25,52.07,47.47,0.8687912555293984,49.96
133858,SBI Banking and Financial Services Fund,SBI,Equity,Sectorial-Banking,1.97%,4128.97,https://www.moneycontrol.com/mutual-funds/sbi-banking-financial-services-fund-regular-plan/portfolio-overview/MSB1099,Not Rated,Millind Agarwal|Mohit Jain,8.28,9.33,19.33,24.1,10.93,12.8,0.92,1.32,0.01,1.02,0.02,0.66,88.89,2015,2015-03-05,19.76,1.2495484406127328,6.48,17.19,18.04,0.6488172618208861,20,45.75%,67.32%,69.85%,88.52,0.00,0.00,0,0.0,0.0,19.07,1.65,0.45,15.03,1.94,0.67,52.95,50.83,48.12,0.8773593656179086,49.59
135794,Tata Banking and Financial Services Fund,Tata,Equity,Sectorial-Banking,2.1%,1362.5,https://www.moneycontrol.com/mutual-funds/tata-banking-and-financial-services-fund-regular-plan/portfolio-overview/MTA1141,Not Rated,Amey Sathe,7.46,10.06,31.13,24.25,10.82,16.19,0.95,1.36,0.01,0.99,0.02,0.67,100.00,2015,2015-12-29,19.06,1.3567320650551167,8.49,16.41,17.36,0.6400806830967901,27,47.88%,66.37%,76.47%,96.82,0.00,0.00,0,0.0,0.0,18.7,1.27,0.45,14.81,1.94,0.6,53.78,48.2,50.24,0.8851499152641062,49.14
112152,Canara Robeco Consumer Trends,Canara Robeco,Equity,Sectorial-Consumption,2.24%,1062.12,https://www.moneycontrol.com/mutual-funds/canara-robeco-consumer-trends-fund-regular-plan/portfolio-overview/MCA163,Not Rated,Ennettee Fernandes|Shridatta Bhandwaldar,13.75,11.0,23.7,26.5,14.65,16.59,1.28,1.78,0.02,0.81,0.07,0.69,86.67,2009,2009-09-15,15.29,0.9778494569353335,9.19,22.91,17.45,0.6732102922107774,41,23.32%,38.83%,32.41%,96.86,0.00,0.00,0,0.0,0.0,13.31,0.82,0.22,10.7,1.35,0.3,54.67,37.57,64.76,0.8938937640141883,50.04
146950,ICICI Prudential BHARAT Consumption Fund,ICICI Prudential,Equity,Sectorial-Consumption,2.2%,1875.11,https://www.moneycontrol.com/mutual-funds/icici-prudential-bharat-consumption-fund-regular-plan/portfolio-overview/MPI4313,Not Rated,Dharmesh Kakkad|Sri Sharma|Sharmila D’mello|Sankaran Naren|Priyanka Khandelwal,4.16,9.62,17.94,22.62,,,1.24,1.75,-0.01,0.65,0.07,0.59,100.00,2019,2019-04-15,13.49,0.8321238922857965,13.33,19.25,20.07,,47,34.12%,51.22%,33.59%,90.18,0.00,0.00,3,0.02,6.33,12.7,0.88,0.29,10.16,1.27,0.29,52.15,32.43,70.55,0.8539596885069267,50.0
114931,Mirae Asset Great Consumer Fund,Mirae Asset,Equity,Sectorial-Consumption,1.99%,2305.05,https://www.moneycontrol.com/mutual-funds/mirae-asset-great-consumer-fund-regular-plan/portfolio-overview/MMA090,Not Rated,Siddhant Chhabria|Ankit Jain,12.21,13.23,26.41,27.28,13.94,16.92,1.45,2.04,0.02,0.68,0.1,0.61,92.31,2011,2011-03-31,13.57,0.8941304743819983,10.32,21.6,18.44,0.7187973334304931,36,29.36%,48.13%,30.01%,97.97,0.00,0.00,0,0.0,0.0,11.89,0.67,0.15,10.47,1.05,0.22,55.95,35.5,68.52,0.8752637583538146,50.64
102751,Nippon India Consumption Fund,Nippon India,Equity,Sectorial-Consumption,2.46%,394.5,https://www.moneycontrol.com/mutual-funds/nippon-india-consumption-fund/portfolio-overview/MRC071,Not Rated,Kinjal Desai|Amar Kalkundrikar|Akshay Sharma,17.21,9.78,24.05,28.77,16.36,12.24,1.49,2.12,0.03,0.67,0.12,0.56,72.22,2006,2006-04-03,14.01,0.8891137979346696,15.34,27.12,14.76,0.5887445518611567,33,26.6%,44.01%,28.67%,94.14,0.00,0.00,1,0.52,-,12.79,0.67,0.3,10.47,1.12,0.3,54.6,35.08,67.7,0.8299026277660657,50.04
135804,Tata India Consumer Fund,Tata,Equity,Sectorial-Consumption,2.14%,1402.27,https://www.moneycontrol.com/mutual-funds/tata-india-consumer-fund-regular-plan/portfolio-overview/MTA1149,Not Rated,Sonam Udasi,7.46,12.98,24.32,23.33,10.28,16.06,1.14,1.59,0.0,0.68,0.07,0.53,75.00,2015,2015-12-29,14.56,1.1280301143278686,6.9,19.55,18.06,0.6926708893975557,32,35.2%,57.08%,29.54%,95.84,0.00,0.00,1,0.00,-,12.12,0.75,0.22,10.47,0.9,0.22,53.1,34.67,67.37,0.8236618197912954,49.66
145456,DSP Healthcare Fund,DSP,Equity,Sectorial-Healthcare,2.15%,1255.79,https://www.moneycontrol.com/mutual-funds/dsp-healthcare-fund-regular-plan/portfolio-overview/MDS1485,Not Rated,Chirag Dagli|Vinit Sambre|Jay Kothari,4.53,9.45,16.41,18.91,,,0.91,1.33,-0.02,0.49,0.07,0.29,83.33,2018,2018-12-03,14.13,1.302504164713997,-3.27,26.61,25.98,,24,45.79%,68.25%,91.38%,87.27,0.00,10.73,0,0.0,0.0,11.68,0.54,0.09,9.07,0.54,0.18,53.64,29.3,74.46,0.6237243022912115,49.96
143873,ICICI Prudential Pharma Healthcare & Diagnostic Fund,ICICI Prudential,Equity,Sectorial-Healthcare,2.06%,2552.23,https://www.moneycontrol.com/mutual-funds/icici-prudential-pharma-healthcare-and-diagnostics-p-h-d-fund-regular-plan/portfolio-overview/MPI3739,Not Rated,Dharmesh Kakkad|Sharmila D’mello,4.91,11.6,11.17,16.6,,,0.77,1.12,-0.03,0.51,0.05,0.29,66.67,2018,2018-07-16,14.83,1.1142252055715585,-4.42,24.6,21.58,,44,38.43%,55.57%,88.99%,94.61,-0.03,1.35,1,0.04,6.38,11.63,0.91,0.08,10.3,0.83,0.17,51.58,29.14,71.38,0.6054455722354168,48.5
143785,Mirae Asset Healthcare Fund,Mirae Asset,Equity,Sectorial-Healthcare,2.07%,1577.98,https://www.moneycontrol.com/mutual-funds/mirae-asset-healthcare-fund-regular-plan/portfolio-overview/MMA143,Not Rated,Vrijesh Kasera,4.95,9.41,6.1,15.77,,,0.67,0.97,-0.03,0.54,0.04,0.3,83.33,2018,2018-07-03,15.32,1.0935296109297645,-5.66,26.26,22.42,,28,49.89%,73.29%,91.84%,99.00,0.00,0.00,0,0.0,0.0,12.94,0.91,0.16,11.29,0.82,0.16,54.66,31.16,68.65,0.6166851504958747,48.31
102431,Nippon India Pharma Fund,Nippon India,Equity,Sectorial-Healthcare,1.93%,4564.47,https://www.moneycontrol.com/mutual-funds/nippon-india-pharma-fund/portfolio-overview/MRC058,Not Rated,Kinjal Desai|Sailesh Raj Bhan|Akshay Sharma,17.21,10.4,11.47,15.81,16.1,17.16,0.66,0.95,-0.03,0.51,0.05,0.25,72.22,2006,2006-04-03,15.75,1.136890188448275,-5.17,24.42,20.52,0.7150984262413508,29,38.04%,58.03%,93%,97.95,0.00,0.00,0,0.0,0.0,14.58,1.12,0.07,12.19,0.82,0.15,52.36,33.43,66.39,0.5812769053087281,48.54
102823,SBI Healthcare Opportunities Fund,SBI,Equity,Sectorial-Healthcare,2.18%,1705.16,https://www.moneycontrol.com/mutual-funds/sbi-healthcare-opportunities-fund/portfolio-overview/MSB062,Not Rated,Tanmaya Desai|Mohit Jain,17.21,12.19,19.34,18.56,16.14,11.91,0.81,1.18,-0.02,0.51,0.07,0.25,61.11,2006,2006-04-03,15.73,1.066158590426583,-1.48,24.58,14.65,0.5951479857511248,21,43.93%,68.61%,89.44%,92.21,0.00,0.00,0,0.0,0.0,14.96,0.9,0.15,12.64,0.9,0.15,54.0,33.98,66.39,0.5727083170932332,48.84
135812,Tata India Pharma & Healthcare Fund,Tata,Equity,Sectorial-Healthcare,2.42%,512.42,https://www.moneycontrol.com/mutual-funds/tata-india-pharma-healthcare-fund-regular-plan/portfolio-overview/MTA1153,Not Rated,Meeta Shetty,7.46,10.12,10.03,15.06,15.31,7.67,0.64,0.94,-0.03,0.49,0.04,0.26,62.50,2015,2015-12-29,14.94,1.0320769892422443,-3.82,22.43,10.58,0.5143420130068532,26,45.18%,67.16%,93.78%,95.97,0.00,0.00,0,0.0,0.0,12.79,0.82,0.15,11.14,0.52,0.15,52.88,31.22,67.05,0.5829326146077931,47.64
112092,Franklin Build India Fund,Franklin ,Equity,Sectorial-Infrastructure,2.18%,1280.5,https://www.moneycontrol.com/mutual-funds/franklin-build-india-fund/portfolio-overview/MTE266,2 Stars,Sandeep Manam|Kiran Sebastian|Ajay Argal,13.77,9.85,28.77,33.82,14.26,16.41,1.46,2.01,0.05,0.89,0.12,0.64,86.67,2009,2009-09-07,17.39,0.9950529801768284,12.41,25.4,17.31,0.6664021794045423,38,32.39%,51.94%,31.88%,95.52,0.00,0.00,0,0.0,0.0,17.8,0.9,0.3,13.84,1.57,0.6,55.12,46.55,54.16,0.8614139961797995,50.04
100352,ICICI Prudential FMCG Fund,ICICI Prudential,Equity,Sectorial-Infrastructure,2.26%,1331.56,https://www.moneycontrol.com/mutual-funds/icici-prudential-fmcg-fund/portfolio-overview/MPI004,Not Rated,Sharmila D’mello|Priyanka Khandelwal,17.21,9.43,27.64,22.96,13.72,15.21,1.32,1.87,-0.0,0.5,0.11,0.42,94.44,2006,2006-04-02,12.11,0.670226313062316,19.74,18.85,17.39,0.672977669736868,26,56.96%,70.36%,69.36%,86.81,0.00,5.07,2,0.03,6.34,8.75,0.45,0.15,7.7,0.75,0.22,54.23,30.39,71.78,0.7611707985600943,49.36
120576,SBI Consumption Opportunities Fund,SBI,Equity,Sectorial-Consumption,2.3%,1333.18,https://www.moneycontrol.com/mutual-funds/sbi-consumption-opportunities-fund/portfolio-overview/MSB492,Not Rated,Saurabh Pant|Mohit Jain,10.45,10.43,24.84,33.6,13.42,15.76,1.75,2.45,0.04,0.62,0.17,0.48,90.91,2013,2013-01-02,14.11,0.7029192640981282,17.07,25.56,17.2,0.6798320020047284,34,31.06%,48.29%,35.82%,94.66,0.00,0.00,0,0.0,0.0,11.74,0.45,0.07,9.42,1.2,0.15,56.02,31.77,72.76,0.772912359409478,50.56
100363,ICICI Prudential Technology Fund,ICICI Prudential,Equity,Sectorial-Technology,1.78%,9940.02,https://www.moneycontrol.com/mutual-funds/icici-prudential-technology-fund/portfolio-overview/MPI015,3 Stars,Vaibhav Dusad|Sharmila D’mello,17.21,0.68,1.6,36.75,19.98,16.06,1.47,2.15,0.05,0.74,0.17,0.37,77.78,2006,2006-04-02,19.05,1.674024805518632,-9.9,36.99,19.07,0.6665730574674285,51,67.4%,80.11%,86.62%,95.62,0.00,2.60,2,0.08,6.48,18.62,1.35,0.3,14.14,1.72,0.45,54.38,43.09,65.91,0.6412479200106148,53.55
120577,SBI Technology Opportunities Fund,SBI,Equity,Sectorial-Technology,2.09%,2970.4,https://www.moneycontrol.com/mutual-funds/sbi-technology-opportunities-fund/portfolio-overview/MSB491,Not Rated,Saurabh Pant|Mohit Jain,10.43,1.49,9.54,31.04,18.93,19.81,1.32,1.96,0.03,0.66,0.14,0.34,81.82,2013,2013-01-09,17.58,1.4766462649280006,-3.65,31.12,20.81,0.7261544600637186,18,61.17%,79.92%,76.48%,84.18,0.00,7.66,0,0.0,0.0,16.83,1.05,0.22,12.12,1.5,0.37,54.75,39.36,65.42,0.6456387466139198,51.31
